mapping_id,registry,source_snapshot,source_section,source_group,source_field,source_label,source_type,source_required,target_domain,target_entity,target_attribute,mapping_action,review_status
MAP-01228,HF,index (8).html,Additional admission,Investigations & Procedures,CMR_LVEDVI,LVEDVI/EDD,text,No,Diagnostic study,imaging_measurement,cmr_lvedvi,Refactor,Imaging review
MAP-01229,HF,index (8).html,Additional admission,Investigations & Procedures,CMR_LVESVI,LVESVI/ESD,text,No,Diagnostic study,imaging_measurement,cmr_lvesvi,Refactor,Imaging review
MAP-01230,HF,index (8).html,Additional admission,Investigations & Procedures,CMR_LVEF,LVEF %,text,No,Diagnostic study,imaging_measurement,cmr_lvef,Refactor,Imaging review
MAP-01231,HF,index (8).html,Additional admission,Investigations & Procedures,CMR_RVEDI,RVEDI,text,No,Diagnostic study,imaging_study,cmr_rvedi,Refactor,Imaging review
MAP-01232,HF,index (8).html,Additional admission,Investigations & Procedures,CMR_RVEF,RVEF %,text,No,Diagnostic study,imaging_study,cmr_rvef,Refactor,Imaging review
MAP-01233,HF,index (8).html,Additional admission,Investigations & Procedures,CMR_LGE,LGE,sel,No,Diagnostic study,imaging_study,cmr_lge,Refactor,Imaging review
MAP-01234,HF,index (8).html,Additional admission,Investigations & Procedures,CMR_LGE_Pct,LGE %,text,No,Diagnostic study,imaging_study,cmr_lge_pct,Refactor,Imaging review
MAP-01235,HF,index (8).html,Additional admission,Investigations & Procedures,CMR_Others,CMR Others,text,No,Diagnostic study,imaging_study,cmr_others,Refactor,Imaging review
MAP-01236,HF,index (8).html,Additional admission,Investigations & Procedures,CT_Done,CT Angio Performed,sel,No,Diagnostic study,imaging_study,ct_done,Refactor,Imaging review
MAP-01237,HF,index (8).html,Additional admission,Investigations & Procedures,CT_Angio,Findings,text,No,Diagnostic study,imaging_study,ct_angio,Refactor,Imaging review
MAP-01238,HF,index (8).html,Additional admission,Investigations & Procedures,CT_Calcium,Calcium Score,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01239,HF,index (8).html,Additional admission,Investigations & Procedures,CT_Notes,CT Angio Notes,text,No,Diagnostic study,imaging_study,ct_notes,Refactor,Imaging review
MAP-01240,HF,index (8).html,Additional admission,Investigations & Procedures,CAG_Done,CAG Performed,sel,No,Procedure,procedure,cag_done,Refactor,Procedure review
MAP-01241,HF,index (8).html,Additional admission,Investigations & Procedures,CAG_Date,CAG Date,date,No,Procedure,procedure,cag_date,Refactor,Procedure review
MAP-01242,HF,index (8).html,Additional admission,Investigations & Procedures,CAG_Access,CAG Access,sel,No,Procedure,procedure,cag_access,Refactor,Procedure review
MAP-01243,HF,index (8).html,Additional admission,Investigations & Procedures,CAG_Findings,"CAG Findings (vessels, % stenosis)",text,No,Procedure,procedure_finding,cag_findings,Refactor,Procedure review
MAP-01244,HF,index (8).html,Additional admission,Investigations & Procedures,CAG_Notes,CAG Notes,text,No,Procedure,procedure,cag_notes,Refactor,Procedure review
MAP-01245,HF,index (8).html,Additional admission,Investigations & Procedures,Walk_Completed,Completed,sel,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01246,HF,index (8).html,Additional admission,Investigations & Procedures,Walk_Meters,Meters Walked,num,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01247,HF,index (8).html,Additional admission,Investigations & Procedures,CPET_PeakVO2,Peak VO₂,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01248,HF,index (8).html,Additional admission,Investigations & Procedures,CPET_VEVCO2,VE/VCO₂ Slope,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01249,HF,index (8).html,Additional admission,Investigations & Procedures,CPET_RER,RER (validity),text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01250,HF,index (8).html,Additional admission,Investigations & Procedures,CPET_AT,Anaerobic Threshold,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01251,HF,index (8).html,Additional admission,Investigations & Procedures,CPET_VO2HR,VO₂/HR,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01252,HF,index (8).html,Additional admission,Investigations & Procedures,CPET_PetCO2,PetCO₂,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01253,HF,index (8).html,Additional admission,Investigations & Procedures,Device_Type,Device Implanted,sel,No,Procedure,procedure,device_type,Refactor,Procedure review
MAP-01254,HF,index (8).html,Additional admission,Investigations & Procedures,Device_Date,Device Date,date,No,Procedure,procedure,device_date,Refactor,Procedure review
MAP-01255,HF,index (8).html,Additional admission,Investigations & Procedures,RHC_Done,Performed,sel,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01256,HF,index (8).html,Additional admission,Investigations & Procedures,RHC_CI,C.I (L/min/m²),text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01257,HF,index (8).html,Additional admission,Investigations & Procedures,RHC_RAP,RAP (mmHg),text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01258,HF,index (8).html,Additional admission,Investigations & Procedures,RHC_RVP,RVP (S/D/ED),text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01259,HF,index (8).html,Additional admission,Investigations & Procedures,RHC_PCWP,PCWP (mmHg),text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01260,HF,index (8).html,Additional admission,Investigations & Procedures,RHC_PAP,PAP (S/D/M),text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01261,HF,index (8).html,Additional admission,Investigations & Procedures,RHC_PVR,PVR (Woods),text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01262,HF,index (8).html,Additional admission,Investigations & Procedures,RHC_PAPi,PAPi,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01263,HF,index (8).html,Additional admission,Investigations & Procedures,RHC_LV,LV (S/D/ED),text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01264,HF,index (8).html,Additional admission,Investigations & Procedures,RHC_MVO2,MVO₂ Sat (%),text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01265,HF,index (8).html,Additional admission,Investigations & Procedures,InHospital_Procedures,Procedure(s) Performed,btnmulti,No,Procedure,procedure,inhospital_procedures,Refactor,Procedure review
MAP-01266,HF,index (8).html,Additional admission,Investigations & Procedures,InHospital_Procedures_Other,Other Procedure (specify),text,No,Procedure,procedure,inhospital_procedures_other,Refactor,Procedure review
MAP-01267,HF,index (8).html,Additional admission,Investigations & Procedures,InHospital_Procedures_Notes,Procedure Notes,area,No,Procedure,procedure,inhospital_procedures_notes,Refactor,Procedure review
MAP-01268,HF,index (8).html,Additional admission,Investigations & Procedures,Investigations_Other,Other Investigations / Notes,area,No,Module extension,form_response,investigations_other,Refactor,Domain review
MAP-01269,HF,index (8).html,Additional admission,Past History and Comorbidities,DM,DM,binary,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01270,HF,index (8).html,Additional admission,Past History and Comorbidities,HTN,HTN,binary,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01271,HF,index (8).html,Additional admission,Past History and Comorbidities,AF,AF,binary,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01272,HF,index (8).html,Additional admission,Past History and Comorbidities,CKD,CKD,binary,No,Condition,condition,ckd,Refactor,Terminology review
MAP-01273,HF,index (8).html,Additional admission,Past History and Comorbidities,Dialysis,Dialysis,binary,No,Condition,condition,dialysis,Refactor,Terminology review
MAP-01274,HF,index (8).html,Additional admission,Past History and Comorbidities,CVA,CVA,binary,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01275,HF,index (8).html,Additional admission,Past History and Comorbidities,PVD,PVD,binary,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01276,HF,index (8).html,Additional admission,Past History and Comorbidities,Alcohol,Alcohol,binary,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01277,HF,index (8).html,Additional admission,Past History and Comorbidities,Obese,Obese,binary,No,Condition,condition,obese,Refactor,Terminology review
MAP-01278,HF,index (8).html,Additional admission,Past History and Comorbidities,OSA,OSA,binary,No,Condition,condition,osa,Refactor,Terminology review
MAP-01279,HF,index (8).html,Additional admission,Past History and Comorbidities,Dyslipidemia,Dyslipidemia,binary,No,Condition,condition,dyslipidemia,Refactor,Terminology review
MAP-01280,HF,index (8).html,Additional admission,Past History and Comorbidities,Lung_Dz,Lung Disease,binary,No,Condition,condition,lung_dz,Refactor,Terminology review
MAP-01281,HF,index (8).html,Additional admission,Past History and Comorbidities,Liver_Dz,Liver Disease,binary,No,Condition,condition,liver_dz,Refactor,Terminology review
MAP-01282,HF,index (8).html,Additional admission,Past History and Comorbidities,IHD,IHD Type,sel,No,Module extension,form_response,ihd,Refactor,Domain review
MAP-01283,HF,index (8).html,Additional admission,Past History and Comorbidities,PCI_CABG,PCI / CABG,btnmulti,No,Procedure,procedure,pci_cabg,Refactor,Procedure review
MAP-01284,HF,index (8).html,Additional admission,Past History and Comorbidities,PCI_CABG_Date,Date of Procedure(s),date,No,Procedure,procedure,pci_cabg_date,Refactor,Procedure review
MAP-01285,HF,index (8).html,Additional admission,Past History and Comorbidities,PCI_CABG_Details,"Procedure Details (vessels, stents, grafts, etc.)",text,No,Procedure,procedure_finding,pci_cabg_details,Refactor,Procedure review
MAP-01286,HF,index (8).html,Additional admission,Past History and Comorbidities,Smoker,Smoking Status,sel,No,Condition,condition,smoker,Refactor,Terminology review
MAP-01287,HF,index (8).html,Additional admission,Past History and Comorbidities,Frail,Frail,sel,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01288,HF,index (8).html,Additional admission,Past History and Comorbidities,Frailty_Deficits,Deficits Present,num,No,Assessment,functional_assessment,frailty_deficits,Refactor,Clinical rule review
MAP-01289,HF,index (8).html,Additional admission,Past History and Comorbidities,Frailty_Items_Assessed,Items Assessed,num,No,Assessment,functional_assessment,frailty_items_assessed,Refactor,Clinical rule review
MAP-01290,HF,index (8).html,Additional admission,Past History and Comorbidities,Frailty_Index,Frailty Index (auto),text,No,Assessment,functional_assessment,frailty_index,Refactor,Clinical rule review
MAP-01291,HF,index (8).html,Additional admission,Past History and Comorbidities,Valve_Intervention,Valve Intervention,sel,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01292,HF,index (8).html,Additional admission,Past History and Comorbidities,Valve_Repair_Valves,Surgical Repair (valves),btnmulti,No,Diagnostic study,imaging_measurement,valve_repair_valves,Refactor,Imaging review
MAP-01293,HF,index (8).html,Additional admission,Past History and Comorbidities,Valve_Repair_Date,Surgical Repair Date,date,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01294,HF,index (8).html,Additional admission,Past History and Comorbidities,Valve_Replace_Valves,Surgical Replacement (valves),btnmulti,No,Diagnostic study,imaging_measurement,valve_replace_valves,Refactor,Imaging review
MAP-01295,HF,index (8).html,Additional admission,Past History and Comorbidities,Valve_Replace_Type,Prosthesis Type,sel,No,Module extension,form_response,valve_replace_type,Refactor,Domain review
MAP-01296,HF,index (8).html,Additional admission,Past History and Comorbidities,Valve_Replace_Date,Surgical Replacement Date,date,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01297,HF,index (8).html,Additional admission,Past History and Comorbidities,Valve_Percutaneous,Percutaneous Procedure,sel,No,Procedure,procedure,valve_percutaneous,Refactor,Procedure review
MAP-01298,HF,index (8).html,Additional admission,Past History and Comorbidities,Valve_MVClip,MV Clip,sel,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01299,HF,index (8).html,Additional admission,Past History and Comorbidities,Valve_MVClip_Date,MV Clip Date,date,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01300,HF,index (8).html,Additional admission,Past History and Comorbidities,Valve_TVClip,TV Clip,sel,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01301,HF,index (8).html,Additional admission,Past History and Comorbidities,Valve_TVClip_Date,TV Clip Date,date,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01302,HF,index (8).html,Additional admission,Past History and Comorbidities,Valve_TAVI,TAVI,sel,No,Procedure,procedure,valve_tavi,Refactor,Procedure review
MAP-01303,HF,index (8).html,Additional admission,Past History and Comorbidities,Valve_TAVI_Date,TAVI Date,date,No,Procedure,procedure,valve_tavi_date,Refactor,Procedure review
MAP-01304,HF,index (8).html,Additional admission,Past History and Comorbidities,Valve_Percutaneous_Other,Other Percutaneous Procedures,text,No,Procedure,procedure,valve_percutaneous_other,Refactor,Procedure review
MAP-01305,HF,index (8).html,Additional admission,Past History and Comorbidities,Thyroid_Dz,Thyroid Disease,sel,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01306,HF,index (8).html,Additional admission,Past History and Comorbidities,FH_Cardio,Family History (Cardio),sel,No,Condition,condition,fh_cardio,Refactor,Terminology review
MAP-01307,HF,index (8).html,Additional admission,Past History and Comorbidities,Genetics,Genetics,sel,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01308,HF,index (8).html,Additional admission,Past History and Comorbidities,Genetics_Type,Type of Gene,text,No,Module extension,form_response,genetics_type,Refactor,Domain review
MAP-01309,HF,index (8).html,Additional admission,Past History and Comorbidities,Comorbid_Others,Other Past History / Comorbidities,text,No,Condition,condition,comorbid_others,Refactor,Terminology review
MAP-01310,HF,index (8).html,Additional admission,In-Hospital Labs,Lab_HbA1c,HbA1c (%),text,No,Laboratory,lab_result,lab_hba1c,Refactor,Unit/code review
MAP-01311,HF,index (8).html,Additional admission,In-Hospital Labs,Lab_Gluc,Fasting Glucose (mmol/L),text,No,Laboratory,lab_result,lab_gluc,Refactor,Unit/code review
MAP-01312,HF,index (8).html,Additional admission,In-Hospital Labs,Lab_Urea,Urea Adm (mmol/L),text,No,Laboratory,lab_result,lab_urea,Refactor,Unit/code review
MAP-01313,HF,index (8).html,Additional admission,In-Hospital Labs,Lab_Creat,Creatinine Adm (µmol/L),text,No,Laboratory,lab_result,lab_creat,Refactor,Unit/code review
MAP-01314,HF,index (8).html,Additional admission,In-Hospital Labs,Lab_eGFR,eGFR Adm,text,No,Laboratory,lab_result,lab_egfr,Refactor,Unit/code review
MAP-01315,HF,index (8).html,Additional admission,In-Hospital Labs,Lab_Na,Na Adm (mmol/L),text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01316,HF,index (8).html,Additional admission,In-Hospital Labs,Lab_K,K Adm (mmol/L),text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01317,HF,index (8).html,Additional admission,In-Hospital Labs,Lab_Urea_Disch,Urea Disch (mmol/L),text,No,Laboratory,lab_result,lab_urea_disch,Refactor,Unit/code review
MAP-01318,HF,index (8).html,Additional admission,In-Hospital Labs,Lab_Creat_Disch,Creatinine Disch (µmol/L),text,No,Laboratory,lab_result,lab_creat_disch,Refactor,Unit/code review
MAP-01319,HF,index (8).html,Additional admission,In-Hospital Labs,Lab_eGFR_Disch,eGFR Disch,text,No,Laboratory,lab_result,lab_egfr_disch,Refactor,Unit/code review
